Student_ID,Gender,Age,City,Department,Semester,Matric_Marks,Intermediate_Marks,Entry_Test_Score,Current_CGPA,Previous_Semester_GPA,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Social_Media_Hours,Stress_Level,Motivation_Level,Discipline_Level,Programming_Skill_Level,Python_Knowledge,Java_Knowledge,Database_Knowledge,ML_Knowledge,Web_Development_Skill,GitHub_Projects_Count,Certifications_Count,Internship_Experience,Internship_Duration_Months,Scholarship,Hostel_Resident,Financial_Background,Transport_Mode,Communication_Skill,English_Level,Resume_Score,Job_Applications_Submitted,Offer_Letters_Received,Placement_Status
8202,Female,20,Karachi,EE,1,876,916,76,2.57,2.21,99,5.0,7.9,1.1,Medium,Medium,Low,Beginner,9,0,7,0,3,18,6,No,0,No,No,High,Bike,1,Good,59,29,2,Placed
8203,Male,23,Islamabad,EE,4,996,640,58,1.87,1.51,95,3.0,4.1,1.8,High,Low,Low,Advanced,1,5,9,0,4,14,2,Yes,5,No,Yes,Middle,Bus,3,Fluent,60,24,3,Placed
8204,Female,24,Mardan,SE,8,822,982,33,2.91,3.13,90,5.7,4.0,1.3,Low,Low,High,Beginner,6,2,10,7,9,4,3,No,0,Yes,Yes,High,Car,2,Average,73,9,5,Placed
8205,Female,21,Karachi,SE,4,942,969,31,3.37,3.4,71,4.7,4.4,4.1,Low,High,Medium,Advanced,1,10,4,4,0,10,3,Yes,9,No,No,Low,Car,1,Weak,33,35,2,Placed
8206,Male,22,Peshawar,IT,4,723,764,44,2.9,3.26,58,1.6,7.1,4.4,Medium,High,High,Advanced,8,9,0,3,10,3,4,Yes,12,Yes,No,Middle,Bike,2,Average,41,29,5,Placed
8207,Female,23,Peshawar,EE,8,662,924,39,1.58,1.71,50,7.0,7.0,1.1,Medium,Low,High,Advanced,9,0,5,0,1,4,4,Yes,11,No,No,Middle,Bike,2,Average,69,25,0,Placed
8208,Male,18,Swat,EE,2,966,643,61,2.32,2.48,88,0.9,4.7,5.8,Medium,Low,Low,Beginner,5,5,1,4,2,13,8,No,0,Yes,No,Low,Car,10,Good,93,43,4,Placed
8209,Male,20,Islamabad,IT,7,799,611,55,3.62,3.92,66,4.9,6.6,0.2,High,High,Medium,Intermediate,8,6,6,3,1,19,3,Yes,12,Yes,No,High,Bus,4,Average,81,5,1,Placed
8210,Male,24,Swat,DS,1,1021,628,58,3.77,3.4,82,4.4,6.9,0.3,Low,High,Medium,Beginner,1,0,10,7,2,15,2,Yes,3,Yes,No,High,Bike,4,Good,74,44,3,Placed
8211,Male,18,Islamabad,SE,1,933,642,93,2.0,1.96,94,0.8,4.3,1.0,Low,Low,High,Beginner,1,10,1,4,2,14,0,Yes,7,No,No,Middle,Bus,9,Weak,75,29,1,Placed
8212,Male,20,Karachi,IT,4,1045,999,46,2.55,2.36,46,4.6,6.0,2.4,Medium,Medium,High,Advanced,10,2,5,2,2,4,0,Yes,10,Yes,No,Low,Bike,9,Average,37,32,2,Placed
8213,Male,21,Swat,IT,6,922,873,44,3.11,2.69,85,1.5,9.0,3.5,Low,Medium,High,Advanced,9,7,3,4,0,18,1,Yes,5,Yes,No,High,Car,5,Fluent,33,11,2,Placed
8214,Male,21,Lahore,BBA,6,647,688,90,3.48,3.39,82,6.0,6.1,5.6,Low,High,Low,Beginner,8,6,1,10,6,20,3,Yes,9,Yes,Yes,Low,Bus,1,Good,64,7,3,Placed
8215,Male,26,Mardan,CS,3,1031,961,61,2.36,2.16,50,2.7,5.6,4.7,Low,Medium,Medium,Beginner,3,7,3,6,4,9,3,No,0,Yes,Yes,Middle,Bus,9,Fluent,79,29,3,Placed
8216,Male,21,Karachi,IT,5,601,1087,79,2.37,2.47,80,6.2,8.8,2.3,High,Low,Low,Advanced,10,10,3,0,7,17,5,Yes,5,No,Yes,High,Bike,2,Weak,32,18,5,Placed
8217,Female,23,Karachi,SE,1,978,885,43,3.7,3.98,91,0.6,4.4,1.5,Medium,Medium,High,Intermediate,6,2,6,6,7,2,3,Yes,12,No,No,Low,Bus,9,Fluent,41,19,3,Placed
8218,Male,18,Peshawar,IT,2,767,805,100,2.79,2.47,48,5.2,6.0,3.1,Low,Low,Medium,Advanced,7,3,1,2,4,11,4,Yes,1,Yes,Yes,Low,Walk,3,Average,42,11,5,Placed
8219,Male,26,Peshawar,CS,8,625,1063,85,3.59,3.78,94,1.5,6.2,2.5,Low,Medium,Medium,Intermediate,1,4,10,5,3,9,8,Yes,6,Yes,No,Middle,Bus,4,Average,74,20,1,Placed
8220,Male,23,Mardan,DS,4,818,650,46,2.99,2.93,47,2.0,7.6,1.6,High,Medium,Medium,Advanced,4,3,9,0,6,9,6,No,0,No,No,Middle,Car,9,Good,53,13,5,Placed
8221,Male,18,Peshawar,ME,1,662,926,50,3.08,3.13,82,5.5,8.2,5.7,High,High,Medium,Intermediate,0,8,7,0,0,1,5,Yes,5,No,Yes,Middle,Walk,9,Weak,83,3,4,Placed
8222,Female,25,Peshawar,ME,4,766,647,92,3.88,3.38,40,7.3,5.2,2.3,Low,High,Low,Intermediate,9,10,1,7,2,3,4,Yes,2,Yes,Yes,Middle,Walk,1,Good,53,47,2,Placed
8223,Female,26,Abbottabad,ME,4,806,617,36,2.09,2.16,100,4.4,7.2,2.2,High,High,Low,Beginner,5,5,3,0,7,13,0,Yes,7,Yes,Yes,Middle,Walk,3,Weak,53,11,4,Placed
8224,Male,22,Mardan,AI,3,941,859,97,2.66,2.23,83,2.7,8.2,1.2,Low,Medium,High,Intermediate,1,4,9,9,9,14,5,Yes,11,No,Yes,Low,Walk,2,Weak,98,15,2,Placed
8225,Male,22,Islamabad,BBA,1,767,1025,62,1.86,1.52,94,5.9,4.2,2.9,Medium,Medium,High,Intermediate,0,4,6,4,1,20,2,Yes,11,Yes,Yes,Middle,Bike,5,Average,68,6,1,Placed
8226,Female,22,Karachi,AI,5,669,808,91,1.74,1.71,99,5.6,7.1,1.9,Medium,Medium,Low,Advanced,4,6,5,8,2,8,4,Yes,8,Yes,No,High,Bike,5,Fluent,98,37,2,Placed
8227,Male,24,Karachi,AI,5,682,601,98,3.49,3.34,42,1.5,6.9,2.1,High,Medium,High,Intermediate,6,6,7,0,1,6,2,No,0,No,No,High,Car,2,Fluent,41,5,2,Placed
8228,Female,19,Mardan,BBA,2,968,1043,61,2.41,2.42,98,1.3,6.2,3.9,High,Medium,Medium,Beginner,3,5,8,6,0,3,6,Yes,8,No,No,Middle,Bike,1,Weak,51,39,0,Placed
8229,Female,18,Abbottabad,EE,7,976,949,56,1.53,1.99,56,4.2,4.5,2.0,High,Low,High,Intermediate,0,8,1,10,0,11,1,Yes,6,Yes,No,Middle,Car,4,Good,63,8,0,Placed
8230,Male,19,Mardan,EE,4,702,1033,84,3.02,3.06,48,4.9,6.2,4.5,Low,High,High,Intermediate,7,4,5,10,8,16,1,Yes,7,Yes,Yes,Low,Walk,3,Average,73,49,2,Placed
8231,Female,24,Lahore,CS,1,1033,693,85,2.41,2.24,77,3.2,6.8,3.6,Medium,Medium,Low,Beginner,8,4,7,5,1,8,7,No,0,No,Yes,Middle,Car,7,Good,96,32,1,Placed
8232,Male,18,Swat,CS,8,895,741,63,3.95,3.59,55,5.0,7.0,1.8,High,Medium,Low,Intermediate,10,6,2,5,5,8,8,Yes,4,Yes,No,High,Bus,10,Good,30,34,3,Placed
8233,Female,18,Mardan,DS,3,808,724,62,2.77,2.95,100,5.6,5.1,1.5,Medium,Low,High,Advanced,0,8,4,4,2,15,3,No,0,Yes,Yes,Low,Bus,9,Weak,98,3,1,Placed
8234,Male,24,Peshawar,IT,8,754,790,33,2.74,2.29,71,2.6,8.2,1.7,Medium,High,High,Beginner,6,7,8,5,6,6,8,No,0,Yes,No,Middle,Car,6,Average,98,5,2,Placed
8235,Female,19,Lahore,SE,4,885,1048,68,2.26,2.4,52,6.3,8.2,5.4,High,High,Medium,Intermediate,5,0,4,6,3,14,3,No,0,No,Yes,High,Bike,10,Fluent,90,46,2,Placed
8236,Male,24,Swat,ME,1,717,752,34,3.96,3.9,57,6.7,6.5,5.9,Medium,High,High,Advanced,8,5,5,3,8,8,7,No,0,Yes,Yes,Low,Bike,9,Fluent,85,49,3,Placed
8237,Female,21,Peshawar,BBA,7,969,827,78,2.43,2.04,71,3.5,6.7,1.3,Medium,Low,High,Intermediate,5,7,9,9,5,2,3,Yes,2,No,Yes,High,Car,10,Good,48,50,1,Placed
8238,Male,24,Swat,SE,8,923,696,53,3.55,3.32,82,1.4,7.6,1.6,Low,Medium,Low,Advanced,8,8,9,7,7,5,5,Yes,1,No,Yes,Middle,Bus,5,Weak,84,27,3,Placed
8239,Female,26,Islamabad,BBA,6,871,1034,36,2.58,2.68,42,4.4,4.4,1.7,Low,Medium,Medium,Intermediate,0,4,3,7,1,12,5,No,0,Yes,Yes,Middle,Car,3,Good,80,21,3,Placed
8240,Female,24,Karachi,BBA,3,692,1014,62,2.91,2.61,96,3.6,6.3,1.0,High,Low,Medium,Advanced,7,3,2,5,6,6,8,Yes,9,Yes,Yes,Middle,Walk,8,Weak,82,33,1,Placed
8241,Male,20,Mardan,SE,3,887,870,41,2.27,2.4,40,7.5,7.8,5.0,High,High,High,Beginner,7,10,5,0,3,15,7,Yes,9,No,No,High,Walk,5,Good,53,21,1,Placed
8242,Female,18,Abbottabad,EE,4,628,753,55,2.89,2.8,91,2.5,5.7,3.1,High,High,Medium,Beginner,10,2,8,4,4,10,4,No,0,No,Yes,Middle,Bus,10,Good,63,26,5,Placed
8243,Male,18,Mardan,AI,4,1035,1016,93,1.78,1.78,59,7.8,6.0,2.8,Low,High,Low,Intermediate,2,0,7,10,8,7,1,Yes,4,Yes,No,Low,Bike,2,Average,37,44,3,Placed
8244,Male,26,Islamabad,DS,2,999,700,72,3.01,3.11,69,7.0,6.8,2.7,Low,High,Low,Intermediate,8,4,10,9,3,13,4,Yes,6,No,Yes,High,Walk,5,Average,79,24,4,Placed
8245,Male,23,Mardan,SE,6,997,854,67,1.77,1.68,79,6.9,7.4,5.1,Low,Low,High,Intermediate,0,7,2,5,5,15,0,Yes,5,Yes,Yes,High,Car,5,Fluent,40,11,4,Placed
8246,Male,21,Mardan,BBA,1,862,801,98,3.5,3.47,82,3.1,6.4,1.3,Medium,Low,Medium,Advanced,4,8,1,6,2,1,4,Yes,5,Yes,Yes,Low,Bike,4,Weak,36,41,1,Placed
8247,Female,22,Mardan,CS,7,922,863,71,3.87,4.0,72,2.1,4.7,5.5,High,High,Medium,Advanced,4,4,2,1,3,17,6,No,0,No,Yes,High,Walk,4,Weak,96,13,3,Placed
8248,Male,24,Swat,EE,6,829,693,79,2.84,3.23,90,1.0,6.7,3.9,Medium,Low,High,Beginner,10,10,0,8,6,12,2,Yes,6,No,No,Low,Bus,8,Good,97,24,0,Placed
8249,Male,21,Islamabad,ME,7,1069,1031,79,2.34,2.81,69,0.9,8.6,3.1,Medium,High,Low,Intermediate,2,7,10,8,2,2,3,No,0,Yes,No,Low,Car,2,Fluent,99,34,1,Placed
8250,Male,23,Abbottabad,CS,7,1076,730,83,1.5,1.64,66,1.1,5.5,2.2,Medium,Medium,High,Beginner,1,6,3,6,8,17,0,No,0,Yes,No,High,Car,10,Average,46,45,3,Placed
8251,Female,20,Karachi,BBA,1,889,933,67,2.19,2.48,52,1.4,7.7,4.2,High,Low,Low,Beginner,1,4,0,7,8,16,1,No,0,Yes,Yes,High,Car,4,Average,80,39,0,Placed
8252,Male,23,Swat,DS,6,731,657,92,2.87,3.31,90,2.8,8.9,2.6,Medium,Low,High,Beginner,0,8,0,2,8,2,0,No,0,No,No,Middle,Walk,9,Good,45,33,4,Placed
8253,Female,21,Karachi,SE,7,907,902,47,2.45,2.4,71,5.3,8.2,5.0,Medium,Medium,Low,Advanced,4,4,9,3,2,15,7,Yes,3,Yes,No,High,Bus,7,Weak,48,38,4,Placed
8254,Female,23,Lahore,CS,1,725,1079,48,3.49,3.97,74,6.1,7.8,0.7,Medium,Low,High,Beginner,3,4,6,6,10,8,6,No,0,No,Yes,High,Car,3,Average,43,16,1,Placed
8255,Male,22,Karachi,AI,6,770,1077,78,2.8,3.0,42,5.5,5.2,1.7,Medium,High,High,Advanced,3,3,6,6,10,18,0,No,0,Yes,No,High,Bus,10,Fluent,39,35,2,Placed
8256,Female,24,Swat,CS,1,799,809,77,3.99,4.0,46,4.2,6.8,0.3,Low,Medium,Medium,Advanced,9,1,2,10,3,5,0,Yes,11,Yes,No,Middle,Walk,9,Weak,61,35,5,Placed
8257,Male,23,Peshawar,AI,1,828,961,59,3.5,3.56,77,7.5,7.0,3.9,Low,High,High,Advanced,0,9,6,3,3,7,6,No,0,No,No,Middle,Bike,9,Average,80,6,1,Placed
8258,Female,20,Lahore,SE,4,916,813,33,3.71,3.32,63,2.2,7.6,1.1,Low,High,High,Intermediate,0,6,0,3,4,14,8,No,0,Yes,Yes,Low,Bike,1,Average,55,8,2,Placed
8259,Female,19,Lahore,CS,7,988,658,51,1.64,1.29,90,7.9,6.2,1.4,High,Low,Medium,Beginner,10,5,0,7,9,9,7,Yes,11,No,No,Low,Bike,5,Good,70,3,0,Placed
8260,Male,24,Abbottabad,ME,4,1061,937,58,3.5,3.66,90,3.7,7.2,1.5,Medium,Low,Low,Intermediate,0,6,4,9,0,19,0,No,0,No,Yes,High,Car,4,Average,47,45,2,Placed
8261,Male,25,Lahore,SE,2,971,969,34,2.5,2.67,44,6.7,4.6,0.1,High,High,Low,Beginner,1,6,4,3,8,0,6,Yes,8,No,No,Low,Bus,3,Fluent,95,15,3,Placed
8262,Female,23,Islamabad,SE,5,1094,874,46,3.66,3.24,69,4.4,6.6,4.6,Medium,High,High,Beginner,7,5,5,3,8,20,0,No,0,Yes,No,Low,Bus,2,Average,30,1,4,Placed
8263,Male,24,Peshawar,IT,1,1008,835,46,1.75,1.26,80,0.9,7.6,3.7,Medium,Medium,High,Beginner,9,9,6,7,0,20,3,Yes,9,Yes,Yes,Middle,Bike,10,Weak,57,25,4,Placed
8264,Female,19,Islamabad,ME,6,814,999,45,3.82,3.91,70,1.3,4.3,2.8,High,High,Low,Intermediate,8,8,7,9,5,5,6,No,0,No,No,Middle,Car,7,Fluent,57,8,0,Placed
8265,Female,19,Swat,CS,7,1096,826,72,2.24,1.93,69,0.9,4.3,2.8,Low,Low,Low,Beginner,8,5,2,3,1,19,8,No,0,Yes,No,Low,Bike,9,Average,91,33,2,Placed
8266,Male,23,Abbottabad,CS,3,718,684,52,2.01,2.49,87,0.9,6.3,2.7,Medium,Low,Low,Beginner,8,0,5,3,0,5,2,No,0,No,No,High,Bus,2,Fluent,66,7,4,Placed
8267,Male,18,Mardan,IT,6,985,972,37,3.27,3.41,60,4.1,6.3,4.1,High,High,Medium,Intermediate,9,2,3,5,0,18,4,Yes,11,Yes,Yes,High,Bus,7,Fluent,91,7,3,Placed
8268,Male,21,Karachi,CS,4,944,661,91,3.68,3.97,95,5.7,7.1,4.6,High,High,High,Beginner,2,8,6,3,4,14,0,No,0,Yes,No,Low,Bus,10,Good,76,9,0,Placed
8269,Male,24,Peshawar,ME,7,656,947,54,1.93,1.43,69,7.2,6.6,4.3,Medium,High,High,Beginner,5,0,7,8,9,16,6,Yes,12,No,Yes,Middle,Bus,6,Average,100,35,2,Placed
8270,Male,20,Mardan,IT,5,1046,863,84,3.87,3.52,83,4.2,5.6,2.5,Low,Medium,High,Advanced,2,3,2,0,7,12,4,Yes,6,Yes,No,Middle,Bus,7,Good,60,43,4,Placed
8271,Female,21,Abbottabad,SE,3,758,681,36,2.95,3.2,44,2.2,5.1,5.6,Low,High,High,Beginner,0,4,4,1,6,19,6,Yes,7,No,Yes,High,Bus,4,Average,63,18,2,Placed
8272,Male,25,Swat,AI,1,992,950,38,2.41,1.98,82,7.0,6.5,5.1,Medium,High,Low,Beginner,7,7,8,6,9,10,1,No,0,No,Yes,Low,Walk,8,Average,70,39,1,Placed
8273,Male,22,Karachi,DS,6,845,630,47,2.46,2.58,51,3.4,5.9,1.3,High,Low,Medium,Beginner,6,9,6,10,9,8,1,Yes,5,No,Yes,Middle,Bus,10,Average,57,50,3,Placed
8274,Male,22,Mardan,EE,6,1092,1024,33,3.0,3.13,84,4.8,4.4,2.2,Medium,Low,Low,Intermediate,8,10,8,5,10,19,5,Yes,3,Yes,Yes,Low,Walk,4,Good,68,16,5,Placed
8275,Male,24,Swat,DS,5,751,875,61,2.7,3.14,81,7.6,5.2,5.0,Medium,Medium,High,Advanced,4,7,9,6,3,8,2,Yes,12,Yes,No,High,Car,2,Average,62,30,5,Placed
8276,Male,22,Abbottabad,DS,5,628,619,43,3.19,3.15,77,6.6,6.1,2.8,High,Medium,Low,Advanced,4,9,6,10,1,11,6,Yes,11,No,Yes,High,Car,10,Weak,49,6,1,Placed
8277,Male,25,Abbottabad,EE,3,792,1050,82,3.21,3.52,76,2.4,6.5,0.9,High,High,Low,Beginner,9,0,0,4,2,18,3,No,0,Yes,No,High,Car,4,Good,89,6,1,Placed
8278,Male,22,Swat,BBA,2,638,943,41,2.52,2.44,41,0.9,6.2,4.9,Medium,High,Medium,Advanced,10,10,1,6,10,9,4,Yes,11,No,No,High,Car,8,Weak,74,24,0,Placed
8279,Female,26,Islamabad,BBA,6,826,1006,84,2.42,2.74,51,6.8,8.1,1.6,High,Medium,Medium,Intermediate,0,5,1,9,8,20,5,No,0,Yes,No,Low,Car,9,Good,46,22,3,Placed
8280,Male,23,Karachi,AI,7,805,692,37,3.93,3.45,65,5.6,8.0,3.2,Medium,High,Low,Intermediate,9,5,0,9,0,13,4,No,0,Yes,Yes,High,Car,3,Fluent,78,4,2,Placed
8281,Female,19,Islamabad,IT,4,776,697,67,3.28,3.2,81,5.5,4.1,4.5,High,Medium,Low,Beginner,4,0,7,7,9,12,0,No,0,Yes,Yes,Middle,Walk,9,Weak,35,23,1,Placed
8282,Male,23,Lahore,DS,7,675,791,100,2.15,1.88,55,2.8,4.9,0.0,Low,Medium,Low,Advanced,0,2,6,4,0,11,6,Yes,1,No,No,Middle,Walk,6,Good,79,9,0,Placed
8283,Male,19,Mardan,DS,3,739,998,32,2.88,2.61,73,3.1,6.4,3.8,High,High,Low,Advanced,7,2,10,10,0,9,2,Yes,4,Yes,Yes,High,Bus,2,Weak,63,32,2,Placed
8284,Female,24,Peshawar,DS,8,936,655,72,2.47,2.08,98,3.6,4.6,4.2,Medium,Medium,High,Intermediate,4,7,3,5,7,0,8,No,0,No,No,High,Bike,3,Fluent,80,13,2,Placed
8285,Female,19,Karachi,AI,8,940,688,52,3.44,3.28,92,1.9,7.3,4.7,Medium,Low,High,Beginner,8,2,5,3,5,2,8,Yes,12,No,No,Middle,Bike,9,Good,83,34,4,Placed
8286,Female,19,Karachi,EE,2,851,663,70,3.63,3.17,56,7.8,4.4,4.4,High,High,High,Beginner,4,5,5,3,8,9,3,No,0,No,Yes,Low,Car,8,Weak,50,26,1,Placed
8287,Female,20,Lahore,AI,2,836,1051,65,2.32,2.46,45,1.8,8.0,3.6,Medium,High,High,Advanced,7,3,2,10,5,9,2,Yes,4,Yes,No,Low,Walk,2,Good,69,4,4,Placed
8288,Male,24,Abbottabad,CS,5,1046,793,91,2.93,2.49,45,2.4,5.6,5.2,Medium,Low,Low,Advanced,2,3,3,9,7,6,0,Yes,11,No,No,Low,Bus,8,Weak,50,29,5,Placed
8289,Male,22,Abbottabad,CS,7,685,897,65,3.64,3.18,94,7.5,4.6,2.7,Medium,Low,High,Beginner,4,7,6,2,3,9,5,No,0,No,Yes,Low,Car,7,Good,97,38,0,Placed
8290,Male,20,Islamabad,CS,6,1098,601,57,3.36,3.74,91,2.0,6.7,2.3,High,Low,Low,Advanced,8,10,2,6,3,11,6,Yes,8,Yes,No,High,Car,2,Good,45,3,4,Placed
8291,Male,20,Mardan,CS,4,962,702,30,3.63,3.93,63,7.6,4.2,5.8,Medium,High,Medium,Intermediate,4,6,7,2,3,7,3,Yes,1,Yes,No,High,Car,2,Good,55,15,0,Placed
8292,Female,26,Swat,BBA,8,976,1072,45,3.01,2.58,41,5.7,4.3,2.7,High,Medium,High,Beginner,9,5,0,1,10,3,8,Yes,8,No,No,Middle,Car,8,Weak,46,27,4,Placed
8293,Female,21,Lahore,ME,4,926,1097,41,2.09,2.38,49,1.1,8.9,0.6,Low,Medium,Low,Beginner,2,6,1,0,9,2,6,Yes,1,Yes,No,High,Bike,8,Weak,89,12,4,Placed
8294,Male,24,Lahore,ME,1,958,855,31,3.17,3.24,71,6.8,6.8,0.5,High,High,Medium,Advanced,8,7,5,3,8,14,8,No,0,No,Yes,Middle,Car,8,Weak,79,11,1,Placed
8295,Female,26,Peshawar,DS,4,682,987,89,3.63,3.76,76,6.6,8.5,5.6,High,Medium,Medium,Intermediate,4,0,2,6,9,19,0,Yes,6,Yes,No,Low,Walk,8,Fluent,65,30,1,Placed
8296,Male,23,Lahore,EE,6,947,1050,39,3.92,4.0,44,5.2,5.1,3.1,Medium,Medium,Low,Advanced,2,10,4,3,5,14,2,Yes,9,Yes,Yes,Low,Bike,10,Weak,64,39,5,Placed
8297,Female,24,Abbottabad,AI,2,1007,1032,40,1.99,1.59,66,7.7,7.0,5.7,Low,High,Low,Beginner,2,6,2,4,0,13,8,No,0,No,Yes,Middle,Walk,2,Weak,32,17,5,Placed
8298,Female,20,Karachi,SE,2,694,1066,71,3.63,3.46,57,1.4,8.7,0.8,Medium,Low,Low,Beginner,7,6,1,0,8,17,0,Yes,5,No,No,Middle,Bus,6,Fluent,42,46,2,Placed
8299,Female,22,Swat,CS,5,659,662,64,1.73,2.16,57,3.2,5.4,1.6,Medium,Medium,Low,Advanced,7,0,10,0,7,14,6,No,0,No,No,High,Walk,10,Weak,52,6,3,Placed
8300,Female,21,Peshawar,EE,5,1075,942,92,2.71,2.47,54,6.8,8.6,0.7,High,Medium,Medium,Advanced,6,1,1,3,4,7,5,Yes,9,No,Yes,Low,Walk,3,Average,56,35,5,Placed
8301,Male,18,Islamabad,DS,6,823,646,94,2.31,2.59,53,3.5,7.8,3.5,Medium,Low,High,Beginner,6,0,4,8,5,7,4,Yes,3,Yes,Yes,Middle,Car,4,Fluent,71,20,2,Placed
8302,Male,25,Islamabad,CS,3,825,962,99,2.26,2.41,83,0.8,5.4,1.8,Medium,Medium,Medium,Intermediate,2,4,3,6,4,14,0,Yes,8,Yes,Yes,Middle,Car,7,Good,52,40,5,Placed
8303,Male,23,Karachi,DS,1,859,748,79,1.55,1.98,82,2.2,8.7,2.8,Medium,Low,Low,Intermediate,0,9,7,2,2,1,4,Yes,8,No,No,High,Bike,6,Average,69,36,1,Placed
8304,Male,26,Karachi,ME,6,783,693,63,3.22,3.19,73,4.9,5.8,1.8,High,Medium,High,Beginner,10,3,1,1,0,2,2,Yes,8,No,Yes,Middle,Car,2,Weak,78,28,0,Placed
8305,Female,23,Mardan,SE,2,667,752,38,3.33,3.56,78,7.3,6.0,0.9,High,High,Low,Advanced,10,1,6,8,10,1,4,No,0,Yes,Yes,Low,Bike,5,Fluent,96,37,2,Placed
8306,Male,26,Islamabad,SE,3,1058,721,55,2.6,3.07,82,2.4,6.5,5.2,High,High,Low,Advanced,9,0,9,2,7,20,3,Yes,10,No,Yes,High,Walk,4,Weak,74,15,2,Placed
8307,Female,25,Lahore,BBA,4,821,1006,34,2.96,3.1,57,4.9,5.7,3.4,Low,Medium,Low,Beginner,1,9,2,7,5,0,3,Yes,12,No,Yes,Middle,Car,7,Average,44,2,5,Placed
8308,Female,19,Peshawar,CS,8,1067,1079,73,2.32,2.52,59,4.4,8.3,1.2,Low,High,High,Intermediate,8,7,1,7,9,19,0,Yes,6,No,No,Low,Bike,4,Weak,64,3,4,Placed
8309,Male,22,Lahore,IT,5,793,652,87,2.46,2.19,67,1.5,6.8,0.6,Low,Low,Low,Beginner,2,1,4,7,0,6,6,Yes,12,Yes,Yes,Low,Car,10,Fluent,52,16,3,Placed
8310,Male,19,Swat,AI,3,714,793,30,2.46,2.22,53,2.6,7.0,2.4,High,Low,Medium,Beginner,5,4,7,0,10,20,6,No,0,No,No,High,Walk,3,Weak,62,32,5,Placed
8311,Female,23,Islamabad,AI,4,1064,763,80,3.9,3.54,45,7.1,7.7,0.8,High,High,Medium,Intermediate,5,4,3,3,7,14,4,No,0,No,No,Middle,Bus,9,Fluent,91,4,2,Placed
8312,Male,26,Mardan,IT,6,768,916,56,2.34,2.05,63,4.2,5.4,5.0,Low,High,High,Beginner,6,4,3,3,4,14,6,Yes,6,No,Yes,Middle,Walk,2,Good,45,11,4,Placed
8313,Female,18,Islamabad,AI,1,891,668,33,2.7,2.37,57,3.1,5.0,2.4,Low,Low,Medium,Advanced,9,7,0,1,0,19,6,Yes,9,Yes,No,High,Walk,8,Good,73,29,1,Placed
8314,Male,19,Mardan,EE,2,780,918,90,2.75,2.54,67,5.3,4.7,1.4,Medium,Low,Medium,Intermediate,4,3,10,5,6,16,8,Yes,7,No,Yes,Middle,Walk,6,Weak,47,28,1,Placed
8315,Male,20,Karachi,AI,8,851,1098,98,1.66,1.96,51,2.7,6.9,0.8,High,Medium,Medium,Advanced,3,5,1,4,3,3,6,Yes,7,No,Yes,High,Car,6,Weak,89,4,0,Placed
8316,Male,19,Abbottabad,AI,7,684,881,94,3.47,3.58,66,5.2,4.7,5.9,Low,Medium,High,Advanced,3,9,7,2,5,20,5,Yes,2,No,Yes,High,Bus,1,Good,61,21,0,Placed
8317,Female,20,Islamabad,IT,6,1025,738,90,3.6,3.57,58,6.1,7.2,4.5,Medium,High,Low,Beginner,6,4,5,7,5,10,3,No,0,Yes,Yes,High,Car,5,Weak,90,33,0,Placed
8318,Male,25,Mardan,SE,6,1042,625,56,3.08,3.09,97,4.2,5.1,5.7,Medium,Medium,Low,Beginner,1,1,6,6,2,16,1,Yes,7,No,Yes,High,Walk,6,Average,59,31,4,Placed
8319,Male,23,Islamabad,DS,3,1057,1022,85,2.21,1.72,97,5.9,7.2,4.8,Low,Low,Medium,Beginner,5,5,7,9,4,4,0,Yes,11,Yes,Yes,Middle,Bike,10,Fluent,60,3,2,Placed
8320,Male,19,Mardan,CS,8,870,663,91,1.57,1.63,91,3.6,4.8,2.6,High,High,Medium,Advanced,0,9,7,7,8,16,7,No,0,No,Yes,Low,Car,8,Fluent,57,12,1,Placed
8321,Male,24,Swat,DS,4,966,853,45,2.6,2.27,51,6.9,7.8,3.4,Low,High,Medium,Advanced,1,1,5,6,3,19,7,No,0,Yes,Yes,Middle,Car,2,Weak,34,30,4,Placed
8322,Male,24,Mardan,SE,6,708,836,64,2.71,2.79,41,6.1,7.9,5.9,Low,High,High,Intermediate,1,7,3,1,1,9,1,Yes,1,No,Yes,High,Bike,7,Good,53,22,0,Placed
8323,Female,18,Lahore,IT,2,1092,970,61,3.57,3.86,72,7.3,6.3,4.5,High,Low,Medium,Advanced,0,0,1,10,5,12,4,No,0,No,No,Middle,Bike,4,Fluent,61,9,5,Placed
8324,Male,22,Islamabad,DS,6,1025,1016,35,3.7,4.0,66,4.8,5.5,0.8,Medium,Low,High,Intermediate,9,6,6,6,8,18,5,Yes,5,Yes,No,High,Car,10,Average,56,42,0,Placed
8325,Male,18,Mardan,CS,4,892,1030,95,3.28,3.01,74,0.8,5.0,0.6,Medium,Low,Low,Advanced,10,2,0,0,0,6,7,No,0,No,Yes,Middle,Car,1,Fluent,83,8,0,Placed
8326,Female,26,Islamabad,SE,6,1046,879,52,1.64,1.89,72,0.7,8.2,4.1,Medium,High,Medium,Intermediate,1,4,3,2,3,20,6,Yes,4,Yes,No,High,Bike,1,Average,33,5,3,Not Placed
